# Tetrahedron method
       -1.0593143581        0.0000000000
       -0.9884364969        0.0000000000
       -0.9175586357        0.0000000000
       -0.8466807746        0.0000000000
       -0.7758029134        0.0000000000
       -0.7049250522        0.0000000000
       -0.6340471911        0.0000000000
       -0.5631693299        0.0000000000
       -0.4922914687        0.0000000000
       -0.4214136075        0.0000000000
       -0.3505357464        0.0000000000
       -0.2796578852        0.0000000000
       -0.2087800240        0.0000000000
       -0.1379021629        0.0000000000
       -0.0670243017        0.0000000000
        0.0038535595        0.0000000000
        0.0747314206        0.0000000000
        0.1456092818        0.0002760023
        0.2164871430        0.0011855076
        0.2873650042        0.0023644503
        0.3582428653        0.0038728450
        0.4291207265        0.0057515364
        0.4999985877        0.0079236098
        0.5708764488        0.0104755514
        0.6417543100        0.0134280112
        0.7126321712        0.0167920547
        0.7835100323        0.0205194737
        0.8543878935        0.0246688166
        0.9252657547        0.0293355050
        0.9961436159        0.0344890569
        1.0670214770        0.0402528907
        1.1378993382        0.0465379856
        1.2087771994        0.0534297282
        1.2796550605        0.0611688308
        1.3505329217        0.0695617946
        1.4214107829        0.0788678031
        1.4922886440        0.0894354856
        1.5631665052        0.1010066733
        1.6340443664        0.1140757937
        1.7049222276        0.1286369798
        1.7758000887        0.1451685709
        1.8466779499        0.1644322904
        1.9175558111        0.1865649017
        1.9884336722        0.2130670777
        2.0593115334        0.2454803118
        2.1301893946        0.2865830662
        2.2010672557        0.3436966419
        2.2719451169        0.4367357678
        2.3428229781        0.7777499766
        2.4137008393        0.7951185253
        2.4845787004        0.8059128668
        2.5554565616        0.8191788121
        2.6263344228        0.8363723584
        2.6972122839        0.8606146780
        2.7680901451        0.8915354499
        2.8389680063        0.9309216978
        2.9098458674        0.9900263146
        2.9807237286        1.0927332962
        3.0516015898        1.4908882497
        3.1224794510        1.4213810471
        3.1933573121        1.3937760917
        3.2642351733        1.2922445843
        3.3351130345        1.1080407497
        3.4059908956        1.0257385562
        3.4768687568        0.9750147556
        3.5477466180        0.9390630649
        3.6186244791        0.9135449781
        3.6895023403        0.8958362307
        3.7603802015        0.8847903314
        3.8312580627        0.8782122292
        3.9021359238        0.8668333849
        3.9730137850        0.8028061362
        4.0438916462        0.8467049008
        4.1147695073        0.9040655460
        4.1856473685        1.0606990794
        4.2565252297        0.1513734718
        4.3274030908        0.0778089855
        4.3982809520        0.0828005410
        4.4691588132        0.0879829535
        4.5400366744        0.0938437687
        4.6109145355        0.1001720978
        4.6817923967        0.1068876699
        4.7526702579        0.1143354604
        4.8235481190        0.1226879548
        4.8944259802        0.1318223400
        4.9653038414        0.1418914587
        5.0361817025        0.1530613382
        5.1070595637        0.1656981453
        5.1779374249        0.1799836882
        5.2488152861        0.1964476397
        5.3196931472        0.2154575014
        5.3905710084        0.2378286942
        5.4614488696        0.2642717519
        5.5323267307        0.2958630426
        5.6032045919        0.3360806216
        5.6740824531        0.3867727367
        5.7449603142        0.4566008492
        5.8158381754        0.5572882282
        5.8867160366        0.7216556514
        5.9575938978        1.1072455668
        6.0284717589        1.4256567174
        6.0993496201        1.0748041014
        6.1702274813        0.7682058889
        6.2411053424        0.6219766193
        6.3119832036        0.5237281486
        6.3828610648        0.4486279937
        6.4537389259        0.3860470827
        6.5246167871        0.3302152091
        6.5954946483        0.2761563118
        6.6663725095        0.2194692909
        6.7372503706        0.1370925697
        6.8081282318        0.0967108523
        6.8790060930        0.0741950971
        6.9498839541        0.0453456123
        7.0207618153        0.0000000000
        7.0916396765        0.0000000000
        7.1625175376        0.0000000000
        7.2333953988        0.0000000000
        7.3042732600        0.0000000000
        7.3751511212        0.0000000000
        7.4460289823        0.0000000000
        7.5169068435        0.0000000000
        7.5877847047        0.0000000000
        7.6586625658        0.0000000000
        7.7295404270        0.0000000000
        7.8004182882        0.0000000000
        7.8712961493        0.0000000000
        7.9421740105        0.0000000000
        8.0130518717        0.0000000000
        8.0839297329        0.0000000000
        8.1548075940        0.0000000000
        8.2256854552        0.0000000000
        8.2965633164        0.0000000000
        8.3674411775        0.0000000000
        8.4383190387        0.0000000000
        8.5091968999        0.0000000000
        8.5800747610        0.0000000000
        8.6509526222        0.0000000000
        8.7218304834        0.0000000000
        8.7927083446        0.0000000000
        8.8635862057        0.0000000000
        8.9344640669        0.0000000000
        9.0053419281        0.0000000000
        9.0762197892        0.0000000000
        9.1470976504        0.0000000000
        9.2179755116        0.0000000000
        9.2888533727        0.0000000000
        9.3597312339        0.0000000000
        9.4306090951        0.0000000000
        9.5014869563        0.0000000000
        9.5723648174        0.0000000000
        9.6432426786        0.0000000000
        9.7141205398        0.0000000000
        9.7849984009        0.0000000000
        9.8558762621        0.8295919841
        9.9267541233        0.7237974811
        9.9976319844        0.6852395145
       10.0685098456        0.6661767265
       10.1393877068        0.6567979164
       10.2102655680        0.6527482694
       10.2811434291        0.6539766196
       10.3520212903        0.6595143727
       10.4228991515        0.6692173389
       10.4937770126        0.6840687095
       10.5646548738        0.7067116355
       10.6355327350        0.7425701986
       10.7064105961        1.0783600473
       10.7772884573        2.7932753726
       10.8481663185        2.0497651599
       10.9190441797        1.8015904587
       10.9899220408        1.6582344186
       11.0607999020        1.5567369261
       11.1316777632        1.4763972421
       11.2025556243        1.3611069351
       11.2734334855        1.2877687746
       11.3443113467        1.8348258213
       11.4151892078        3.2569475337
       11.4860670690        9.8526499650
       11.5569449302        1.7782558197
       11.6278227914        1.0089833759
       11.6987006525        0.7461613298
       11.7695785137        0.5870356235
       11.8404563749        0.4694978893
       11.9113342360        0.3604663537
       11.9822120972        0.0000000000
       12.0530899584        0.0000000000
       12.1239678195        0.0000000000
       12.1948456807        0.0000000000
       12.2657235419        0.0000000000
       12.3366014031        0.0000000000
       12.4074792642        0.0000000000
       12.4783571254        0.0000000000
       12.5492349866        0.0000000000
       12.6201128477        0.0000000000
       12.6909907089        0.0000000000
       12.7618685701        0.0000000000
       12.8327464312        0.0000000000
       12.9036242924        0.0000000000
       12.9745021536        0.0000000000
       13.0453800148        0.0000000000
       13.1162578759        0.0000000000
