cos_theta	alpha_TA	alpha_LA
0.709030	0.994000	0.972261
0.712375	0.993053	0.972394
0.715719	0.992077	0.972525
0.719064	0.991076	0.972655
0.722408	0.990055	0.972782
0.725753	0.989017	0.972908
0.729097	0.987967	0.973031
0.732441	0.986905	0.973153
0.735786	0.985837	0.973273
0.739130	0.984763	0.973392
0.742475	0.983686	0.973509
0.745819	0.982608	0.973624
0.749164	0.981530	0.973738
0.752508	0.980453	0.973850
0.755853	0.979379	0.973960
0.759197	0.978310	0.974069
0.762542	0.977244	0.974177
0.765886	0.976185	0.974283
0.769231	0.975132	0.974387
0.772575	0.974086	0.974490
0.775920	0.973047	0.974592
0.779264	0.972017	0.974692
0.782609	0.970995	0.974791
0.785953	0.969981	0.974889
0.789298	0.968977	0.974986
0.792642	0.967982	0.975081
0.795987	0.966997	0.975175
0.799331	0.966021	0.975267
0.802676	0.965055	0.975359
0.806020	0.964100	0.975449
0.809365	0.963154	0.975538
0.812709	0.962219	0.975626
0.816054	0.961293	0.975713
0.819398	0.960378	0.975799
0.822742	0.959473	0.975883
0.826087	0.958578	0.975967
0.829431	0.957694	0.976049
0.832776	0.956820	0.976131
0.836120	0.955955	0.976211
0.839465	0.955101	0.976291
0.842809	0.954257	0.976369
0.846154	0.953423	0.976447
0.849498	0.952598	0.976523
0.852843	0.951784	0.976599
0.856187	0.950979	0.976674
0.859532	0.950183	0.976747
0.862876	0.949398	0.976820
0.866221	0.948621	0.976892
0.869565	0.947854	0.976963
0.872910	0.947096	0.977034
0.876254	0.946347	0.977103
0.879599	0.945608	0.977172
0.882943	0.944877	0.977240
0.886288	0.944155	0.977307
0.889632	0.943441	0.977373
0.892977	0.942736	0.977438
0.896321	0.942040	0.977503
0.899666	0.941352	0.977567
0.903010	0.940672	0.977630
0.906355	0.940000	0.977692
0.909699	0.939337	0.977754
0.913043	0.938681	0.977815
0.916388	0.938033	0.977876
0.919732	0.937393	0.977935
0.923077	0.936760	0.977994
0.926421	0.936135	0.978053
0.929766	0.935517	0.978110
0.933110	0.934907	0.978167
0.936455	0.934303	0.978224
0.939799	0.933707	0.978279
0.943144	0.933118	0.978335
0.946488	0.932535	0.978389
0.949833	0.931960	0.978443
0.953177	0.931391	0.978496
0.956522	0.930829	0.978549
0.959866	0.930273	0.978601
0.963211	0.929723	0.978653
0.966555	0.929180	0.978704
0.969900	0.928643	0.978754
0.973244	0.928112	0.978804
0.976589	0.927588	0.978854
0.979933	0.927069	0.978903
0.983278	0.926556	0.978951
0.986622	0.926049	0.978999
0.989967	0.925547	0.979047
0.993311	0.925052	0.979093
0.996656	0.924561	0.979140
1.000000	0.924077	0.979186
