cos_theta	alpha_TA	alpha_LA
0.709030	0.986309	0.972664
0.712375	0.985446	0.972823
0.715719	0.984583	0.972980
0.719064	0.983720	0.973135
0.722408	0.982860	0.973287
0.725753	0.982002	0.973437
0.729097	0.981147	0.973585
0.732441	0.980297	0.973730
0.735786	0.979450	0.973874
0.739130	0.978609	0.974015
0.742475	0.977774	0.974155
0.745819	0.976944	0.974292
0.749164	0.976120	0.974428
0.752508	0.975303	0.974562
0.755853	0.974493	0.974694
0.759197	0.973690	0.974824
0.762542	0.972894	0.974952
0.765886	0.972105	0.975078
0.769231	0.971324	0.975203
0.772575	0.970550	0.975326
0.775920	0.969784	0.975447
0.779264	0.969026	0.975567
0.782609	0.968275	0.975685
0.785953	0.967532	0.975801
0.789298	0.966797	0.975916
0.792642	0.966070	0.976029
0.795987	0.965351	0.976141
0.799331	0.964640	0.976251
0.802676	0.963937	0.976360
0.806020	0.963241	0.976468
0.809365	0.962553	0.976574
0.812709	0.961873	0.976678
0.816054	0.961201	0.976782
0.819398	0.960536	0.976884
0.822742	0.959879	0.976984
0.826087	0.959229	0.977084
0.829431	0.958587	0.977182
0.832776	0.957952	0.977278
0.836120	0.957325	0.977374
0.839465	0.956704	0.977468
0.842809	0.956091	0.977562
0.846154	0.955486	0.977654
0.849498	0.954887	0.977745
0.852843	0.954295	0.977834
0.856187	0.953710	0.977923
0.859532	0.953132	0.978011
0.862876	0.952560	0.978097
0.866221	0.951996	0.978182
0.869565	0.951437	0.978267
0.872910	0.950886	0.978350
0.876254	0.950341	0.978433
0.879599	0.949802	0.978514
0.882943	0.949269	0.978594
0.886288	0.948742	0.978674
0.889632	0.948222	0.978752
0.892977	0.947708	0.978830
0.896321	0.947199	0.978906
0.899666	0.946697	0.978982
0.903010	0.946200	0.979057
0.906355	0.945709	0.979131
0.909699	0.945223	0.979204
0.913043	0.944743	0.979276
0.916388	0.944269	0.979348
0.919732	0.943800	0.979418
0.923077	0.943336	0.979488
0.926421	0.942877	0.979557
0.929766	0.942424	0.979625
0.933110	0.941976	0.979692
0.936455	0.941533	0.979759
0.939799	0.941095	0.979825
0.943144	0.940661	0.979890
0.946488	0.940233	0.979955
0.949833	0.939809	0.980018
0.953177	0.939390	0.980081
0.956522	0.938976	0.980144
0.959866	0.938566	0.980205
0.963211	0.938161	0.980266
0.966555	0.937760	0.980327
0.969900	0.937364	0.980386
0.973244	0.936972	0.980445
0.976589	0.936584	0.980504
0.979933	0.936200	0.980561
0.983278	0.935821	0.980618
0.986622	0.935445	0.980675
0.989967	0.935074	0.980731
0.993311	0.934707	0.980786
0.996656	0.934343	0.980841
1.000000	0.933984	0.980895
